name,Size,Ties,Pairs,Density,nWeakComp,pWeakComp,2StepReach,ReachEffic,Broker,nBroker,EgoBetween,nEgoBetween,Closeness_Centrality,Betweenness_Centrality,in_degree,out_degree,degree,bug
org.apache.tools.ant.taskdefs.optional.depend.constantpool.IntegerCPInfo,2,1,2,50,1,50,0.602928519,66.66666412,0.5,0.5,1,50,0.361111111,6.19E-08,1,1,2,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.InterfaceMethodRefCPInfo,4,10,12,83.33333588,1,25,0.602928519,37.83783722,1,0.166666672,0,0,0.590909091,0,2,4,6,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.LongCPInfo,2,1,2,50,1,50,0.602928519,66.66666412,0.5,0.5,1,50,0.361111111,6.19E-08,1,1,2,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.MethodRefCPInfo,4,10,12,83.33333588,1,25,0.602928519,37.83783722,1,0.166666672,0,0,0.590909091,0,2,4,6,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.NameAndTypeCPInfo,6,17,30,56.66666794,1,16.66666603,0.602928519,34.14634323,6.5,0.433333337,1,3.333333254,0.565217391,1.39E-07,5,3,8,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.StringCPInfo,4,7,12,58.33333206,1,25,0.602928519,38.88888931,2.5,0.416666657,1,8.333333015,0.590909091,6.19E-08,1,4,5,0
org.apache.tools.ant.taskdefs.optional.depend.constantpool.Utf8CPInfo,5,13,20,65,1,20,0.602928519,34.14634323,3.5,0.349999994,0,0,0.5,0,5,1,6,0
org.apache.tools.ant.taskdefs.optional.dotnet.CSharp,4,6,12,50,1,25,16.88199806,91.80327606,3,0.5,0,0,0.232009926,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetBaseMatchingTask,8,15,56,26.7857151,1,12.5,18.34625244,66.5625,20.5,0.732142866,3.166666746,5.654761791,0.249324324,2.87E-05,2,6,8,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetCompile,15,40,210,19.04761887,2,13.33333302,28.55297089,44.11177826,85,0.809523821,15.75,7.5,0.245233399,2.86E-05,3,12,15,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetDefine,5,9,20,45,1,20,27.77777863,50.43002319,5.5,0.550000012,0.333333343,1.666666627,0.215822785,9.28E-08,1,4,5,0
org.apache.tools.ant.taskdefs.optional.dotnet.DotnetResource,9,23,72,31.94444466,1,11.11111069,27.30404854,57.42753601,24.5,0.680555582,2.75,3.819444418,0.239427456,1.19E-05,4,5,9,0
org.apache.tools.ant.taskdefs.optional.dotnet.Ilasm,7,7,42,16.66666603,2,28.5714283,25.02153397,67.95321655,17.5,0.833333313,0,0,0.216705607,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.dotnet.Ildasm,5,5,20,25,2,40,25.66752815,66.22222137,7.5,0.75,0,0,0.205571031,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.dotnet.ImportTypelib,4,5,12,41.66666794,1,25,25.62446213,66.25835419,3.5,0.583333313,0,0,0.204899777,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.dotnet.JSharp,5,10,20,50,1,20,26.95951843,65.07276154,5,0.5,0,0,0.232153942,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.dotnet.NetCommand,23,64,506,12.64822102,1,4.347826004,29.19896698,36.41246033,221,0.873517811,86.08333588,17.01251602,0.237694301,0.00021222,11,12,23,0
org.apache.tools.ant.taskdefs.optional.dotnet.VisualBasicCompile,5,10,20,50,1,20,26.95951843,65.07276154,5,0.5,0,0,0.232153942,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.dotnet.WsdlToDotnet,6,7,30,23.33333397,1,16.66666603,25.62446213,65.81858063,11.5,0.766666651,0,0,0.206013363,0,0,6,6,0
org.apache.tools.ant.taskdefs.optional.ejb.BorlandDeploymentTool,18,65,306,21.24183083,1,5.555555344,29.02670097,37.17595291,120.5,0.787581682,21.08333397,6.889978409,0.269954575,6.91E-05,2,17,19,1
org.apache.tools.ant.taskdefs.optional.ejb.BorlandGenerateClient,9,31,72,43.05555725,1,11.11111069,28.33764076,45.00683975,20.5,0.569444418,0.25,0.347222209,0.253450439,9.28E-08,1,8,9,0
org.apache.tools.ant.taskdefs.optional.ejb.DescriptorHandler,15,34,210,16.19047546,1,6.666666508,23.04048157,63.16410828,88,0.838095248,24.83333397,11.82539654,0.218589744,4.20E-05,9,6,15,0
org.apache.tools.ant.taskdefs.optional.ejb.EJBDeploymentTool,6,10,30,33.33333206,1,16.66666603,25.49526215,72.01946259,10,0.666666687,0,0,0.198265896,0,2,4,6,0
org.apache.tools.ant.taskdefs.optional.ejb.EjbJar,24,81,552,14.673913,2,8.333333015,31.99827766,43.70588303,235.5,0.853260875,14,2.536231995,0.285431773,4.73E-05,1,24,25,0
org.apache.tools.ant.taskdefs.optional.ejb.GenericDeploymentTool,26,98,650,15.07692337,2,7.692307472,32.12747574,39.34599304,276,0.849230766,52.34999847,8.053846359,0.256410256,9.21E-05,7,19,26,0
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetDeploymentTool,10,20,90,22.22222137,1,10,27.39018059,63.91959763,35,0.777777791,2.333333254,2.592592478,0.225094578,2.28E-06,1,9,10,1
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbc,11,17,110,15.45454502,2,18.18181801,4.43583107,54.4973526,46.5,0.845454574,28,25.45454597,0.411214953,2.67E-05,5,9,14,0
org.apache.tools.ant.taskdefs.optional.ejb.IPlanetEjbcTask,11,18,110,16.36363602,2,18.18181801,31.26614952,47.1428566,46,0.836363614,0,0,0.245229682,0,0,11,11,0
org.apache.tools.ant.taskdefs.optional.ejb.InnerClassFilenameFilter,1,0,0,0,1,100,1.119724393,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.ejb.JbossDeploymentTool,5,8,20,40,1,20,24.80620193,72.91139221,6,0.600000024,0,0,0.2276551,0,1,5,6,0
org.apache.tools.ant.taskdefs.optional.ejb.JonasDeploymentTool,13,39,156,25,1,7.692307472,29.67269516,45.32894897,58.5,0.75,2.833333254,1.816239357,0.270642202,6.92E-06,1,12,13,0
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicDeploymentTool,20,61,380,16.05263138,1,5,31.61067963,41.42212296,159.5,0.839473665,31,8.157895088,0.283173735,0.000120979,3,18,21,1
org.apache.tools.ant.taskdefs.optional.ejb.WeblogicTOPLinkDeploymentTool,5,6,20,30,1,20,23.81567574,91.2541275,7,0.699999988,0.5,2.5,0.222043874,4.78E-08,1,4,5,0
org.apache.tools.ant.taskdefs.optional.ejb.WebsphereDeploymentTool,15,46,210,21.90476227,1,6.666666508,29.58656311,41.61114502,82,0.780952394,15,7.142857075,0.272189349,6.15E-05,2,14,16,0
org.apache.tools.ant.taskdefs.optional.extension.Compatibility,2,0,2,0,2,100,0.689061165,80,1,1,0,0,0,0,2,0,2,0
org.apache.tools.ant.taskdefs.optional.extension.DeweyDecimal,5,5,20,25,1,20,1.033591747,51.06383133,7.5,0.75,1,5,1,1.86E-07,4,1,5,0
org.apache.tools.ant.taskdefs.optional.extension.Extension,15,21,210,10,3,20,2.497846603,44.61538315,94.5,0.899999976,38,18.09523773,1,6.06E-06,11,4,15,0
org.apache.tools.ant.taskdefs.optional.extension.ExtensionAdapter,11,30,110,27.27272797,1,9.090909004,27.26098251,58.39483261,40,0.727272749,7.5,6.818181992,0.217254408,2.50E-06,5,6,11,0
org.apache.tools.ant.taskdefs.optional.extension.ExtensionResolver,7,16,42,38.09523773,1,14.28571415,27.00258446,65.51724243,13,0.619047642,0,0,0.21630094,0,4,3,7,0
org.apache.tools.ant.taskdefs.optional.extension.ExtensionSet,11,28,110,25.45454597,1,9.090909004,27.34711456,55.75065994,41,0.74545455,6,5.454545498,0.236734694,1.76E-05,2,9,11,0
org.apache.tools.ant.taskdefs.optional.extension.ExtensionUtil,12,27,132,20.45454597,1,8.333333015,27.39018059,56.83646011,52.5,0.795454562,12,9.090909004,0.237021858,7.73E-05,4,8,12,0
org.apache.tools.ant.taskdefs.optional.extension.ExtraAttribute,2,1,2,50,1,50,23.0835495,98.89299011,0.5,0.5,0,0,0.139811398,0,1,1,2,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibAvailableTask,7,16,42,38.09523773,1,14.28571415,27.9069767,56.00691605,13,0.619047642,0,0,0.22870249,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibDisplayTask,6,8,30,26.66666603,1,16.66666603,28.12230873,52.24000168,11,0.733333349,0,0,0.237288136,0,0,6,6,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibManifestTask,7,12,42,28.5714283,1,14.28571415,27.9069767,56.49520493,15,0.714285731,0,0,0.228310502,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.extension.JarLibResolveTask,10,26,90,28.88888931,1,10,27.9069767,55.38461685,32,0.711111128,0,0,0.229432213,0,0,10,10,0
org.apache.tools.ant.taskdefs.optional.extension.LibFileSet,3,3,6,50,1,33.33333206,3.316106796,85.55555725,1.5,0.5,0,0,0.196089707,0,2,1,3,0
org.apache.tools.ant.taskdefs.optional.extension.LibraryDisplayer,5,3,20,15,2,40,23.38501358,94.76439667,8.5,0.850000024,3,15,0.19324474,1.48E-06,1,4,5,0
org.apache.tools.ant.taskdefs.optional.extension.Specification,5,1,20,5,4,80,1.765719175,85.41666412,9.5,0.949999988,4,20,1,5.88E-07,1,4,5,0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.AntResolver,6,10,30,33.33333206,1,16.66666603,27.08871651,65.18135071,10,0.666666687,1,3.333333254,0.224430158,8.67E-06,1,5,6,0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.LocationResolver,5,8,20,40,1,20,27.00258446,66.20908356,6,0.600000024,0,0,0.21679198,0,1,4,5,0
org.apache.tools.ant.taskdefs.optional.extension.resolvers.URLResolver,6,9,30,30,1,16.66666603,27.17484856,66.00418091,10.5,0.699999988,1,3.333333254,0.218905473,1.11E-06,1,5,6,0
org.apache.tools.ant.taskdefs.optional.i18n.Translate,8,13,56,23.2142849,2,25,28.38070679,46.60537338,21.5,0.767857134,0,0,0.256564141,0,0,8,8,0
org.apache.tools.ant.taskdefs.optional.j2ee.AbstractHotDeploymentTool,7,17,42,40.47618866,1,14.28571415,27.04565048,59.30122757,12.5,0.59523809,2.5,5.952381134,0.223929748,1.09E-05,2,5,7,0
org.apache.tools.ant.taskdefs.optional.j2ee.GenericHotDeploymentTool,8,18,56,32.1428566,1,12.5,25.36606407,59.07723236,19,0.678571403,4.833333492,8.630952835,0.230638779,2.88E-05,2,7,9,0
org.apache.tools.ant.taskdefs.optional.j2ee.HotDeploymentTool,5,10,20,50,1,20,23.0835495,94.86725616,5,0.5,0,0,0.173469388,0,4,2,6,0
org.apache.tools.ant.taskdefs.optional.j2ee.JonasHotDeploymentTool,8,20,56,35.7142868,1,12.5,27.39018059,53.80710602,18,0.642857134,5,8.928571701,0.253889235,5.44E-05,1,8,9,0
org.apache.tools.ant.taskdefs.optional.j2ee.ServerDeploy,7,14,42,33.33333206,1,14.28571415,24.28940582,73.82199097,14,0.666666687,15,35.7142868,0.20668693,8.74E-05,5,6,11,0
org.apache.tools.ant.taskdefs.optional.j2ee.WebLogicHotDeploymentTool,8,16,56,28.5714283,1,12.5,25.36606407,59.25553131,20,0.714285731,10,17.8571434,0.230769231,2.84E-05,1,8,9,0
org.apache.tools.ant.taskdefs.optional.javacc.JJDoc,13,37,156,23.71794891,1,7.692307472,28.55297089,43.53250122,59.5,0.762820542,0,0,0.241813602,0,0,13,13,0
org.apache.tools.ant.taskdefs.optional.javacc.JJTree,13,37,156,23.71794891,1,7.692307472,28.55297089,43.53250122,59.5,0.762820542,0,0,0.241813602,0,0,13,13,0
org.apache.tools.ant.taskdefs.optional.javacc.JavaCC,12,45,132,34.09090805,1,8.333333015,28.72523689,43.8527298,43.5,0.659090936,1,0.75757575,0.242098609,2.12E-06,2,10,12,0
org.apache.tools.ant.taskdefs.optional.javah.JavahAdapter,5,9,20,45,1,20,23.34194565,93.12715149,5.5,0.550000012,0.333333343,1.666666627,0.185505925,2.47E-07,4,2,6,0
org.apache.tools.ant.taskdefs.optional.javah.JavahAdapterFactory,8,15,56,26.7857151,1,12.5,24.16020584,80.83573151,20.5,0.732142866,13,23.2142849,0.205348133,4.16E-05,1,7,8,0
org.apache.tools.ant.taskdefs.optional.javah.Kaffeh,11,31,110,28.18181801,1,9.090909004,28.50990486,43.43832016,39.5,0.718181789,8.5,7.727272511,0.227628635,2.77E-05,1,10,11,0
org.apache.tools.ant.taskdefs.optional.javah.SunJavah,12,35,132,26.51515198,1,8.333333015,28.07924271,43.84667206,48.5,0.734848499,8.333333015,6.313131332,0.24592145,5.28E-05,1,11,12,0
org.apache.tools.ant.taskdefs.optional.jdepend.JDependTask,17,43,272,15.80882359,2,11.76470566,29.15590096,36.04898834,114.5,0.841911793,0,0,0.253800397,0,0,17,17,0
org.apache.tools.ant.taskdefs.optional.jlink.ClassNameReader,2,0,2,0,2,100,0.129198968,100,1,1,1,50,1,3.71E-07,1,1,2,0
org.apache.tools.ant.taskdefs.optional.jlink.ConstantPool,1,0,0,0,1,100,0.086132646,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.jlink.JlinkTask,6,6,30,20,2,33.33333206,27.51938057,51.53225708,12,0.800000012,0,0,0.245726496,0,0,6,6,0
org.apache.tools.ant.taskdefs.optional.jlink.jlink,2,0,2,0,2,100,0.344530582,100,1,1,1,50,0.666666667,3.71E-07,1,1,2,0
org.apache.tools.ant.taskdefs.optional.jsp.Jasper41Mangler,2,1,2,50,1,50,0.473729551,64.70587921,0.5,0.5,0,0,1,0,1,1,2,0
org.apache.tools.ant.taskdefs.optional.jsp.JspC,15,41,210,19.52380943,1,6.666666508,28.94056892,40.45755386,84.5,0.804761887,26.83333397,12.77777767,0.244510386,0.000111511,3,13,16,0
org.apache.tools.ant.taskdefs.optional.jsp.JspMangler,6,8,30,26.66666603,1,16.66666603,0.904392779,42,11,0.733333349,0,0,0,0,6,0,6,0
org.apache.tools.ant.taskdefs.optional.jsp.JspNameMangler,2,1,2,50,1,50,0.473729551,64.70587921,0.5,0.5,0,0,1,0,1,1,2,0
org.apache.tools.ant.taskdefs.optional.jsp.WLJspc,9,21,72,29.16666603,1,11.11111069,28.81136894,40.99264526,25.5,0.708333313,0,0,0.271505376,0,0,9,9,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.DefaultJspCompilerAdapter,6,10,30,33.33333206,1,16.66666603,17.91559029,78.93737793,10,0.666666687,0.5,1.666666627,0.230554001,9.28E-08,1,5,6,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JasperC,15,50,210,23.80952454,1,6.666666508,28.81136894,39.2605629,80,0.761904776,13.33333302,6.349206448,0.267532468,5.59E-05,1,14,15,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapter,5,6,20,30,1,20,23.34194565,94.58987427,7,0.699999988,2,10,0.196752627,2.70E-06,3,3,6,0
org.apache.tools.ant.taskdefs.optional.jsp.compilers.JspCompilerAdapterFactory,11,30,110,27.27272797,1,9.090909004,28.33764076,49.84848404,40,0.727272749,8,7.272727489,0.241784038,3.53E-05,1,10,11,0
org.apache.tools.ant.taskdefs.optional.junit.AggregateTransformer,19,52,342,15.20467854,2,10.52631569,34.58225632,48.63718796,145,0.8479532,36.66666794,10.72124767,0.314424635,0.000136513,3,17,20,0
org.apache.tools.ant.taskdefs.optional.junit.ArrayEnumeration,1,0,0,0,1,100,0.172265291,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.junit.BriefJUnitResultFormatter,5,5,20,25,1,20,8.053401947,83.48213959,7.5,0.75,0,0,0.199557767,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.junit.CompoundEnumeration,1,0,0,0,1,100,0.172265291,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.junit.DOMUtil,16,37,240,15.41666698,1,6.25,9.302325249,35.82089615,101.5,0.845833361,6.333333492,2.638888836,0.733333333,2.35E-06,1,15,16,0
org.apache.tools.ant.taskdefs.optional.junit.Enumerations,4,1,12,8.333333015,3,75,1.808785558,87.5,5.5,0.916666687,4,33.33333206,1,2.23E-06,2,2,4,0
org.apache.tools.ant.taskdefs.optional.junit.FormatterElement,10,20,90,22.22222137,2,20,28.59603882,55.19534683,35,0.777777791,13.5,15,0.216814159,7.62E-05,5,5,10,0
org.apache.tools.ant.taskdefs.optional.junit.JUnitResultFormatter,10,21,90,23.33333397,1,10,24.2463398,89.64968109,34.5,0.766666651,3.833333254,4.259259224,0.178903826,7.79E-07,7,3,10,0
org.apache.tools.ant.taskdefs.optional.junit.JUnitTask,36,89,1260,7.063492298,4,11.11111069,30.2325573,35.02994156,585.5,0.929365098,118.8333359,9.431217194,0.269179894,0.000189114,4,35,39,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirror,7,13,42,30.95238113,1,14.28571415,3.703703642,64.66165161,14.5,0.690476179,0,0,0.198092031,0,2,5,7,0
org.apache.tools.ant.taskdefs.optional.junit.JUnitTaskMirrorImpl,11,23,110,20.90909004,1,9.090909004,4.005167961,55.68862152,43.5,0.790909111,0,0,0.218504966,0,0,11,11,0
org.apache.tools.ant.taskdefs.optional.junit.JUnitTestRunner,19,33,342,9.649123192,5,26.31579018,28.20844078,61.67608261,154.5,0.903508782,87.5,25.584795,0.223186609,0.000291055,8,15,23,1
org.apache.tools.ant.taskdefs.optional.junit.JUnitVersionHelper,5,4,20,20,2,40,1.335055947,62,8,0.800000012,4,20,0.151594583,1.48E-06,4,1,5,1
org.apache.tools.ant.taskdefs.optional.junit.OutErrSummaryJUnitResultFormatter,1,0,0,0,1,100,0.258397937,100,0,0,0,0,0.152668416,0,0,1,1,0
org.apache.tools.ant.taskdefs.optional.junit.PlainJUnitResultFormatter,7,9,42,21.4285717,1,14.28571415,25.06459999,76.17800903,16.5,0.785714269,0,0,0.200110865,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.junit.SummaryJUnitResultFormatter,6,5,30,16.66666603,2,33.33333206,23.55727768,94.6366806,12.5,0.833333313,4.5,15,0.179659267,6.46E-05,2,4,6,0
org.apache.tools.ant.taskdefs.optional.junit.XMLConstants,2,0,2,0,2,100,1.07665801,75.75757599,1,1,0,0,0,0,2,0,2,0
org.apache.tools.ant.taskdefs.optional.junit.XMLJUnitResultFormatter,16,19,240,7.916666508,4,25,32.77347183,66.40488434,110.5,0.920833349,0,0,0.231847134,0,0,16,16,0
org.apache.tools.ant.taskdefs.optional.junit.XMLResultAggregator,17,32,272,11.76470566,2,11.76470566,38.45822525,46.92590714,120,0.882352948,6.833333492,2.512254953,0.289985052,5.99E-06,1,17,18,0
org.apache.tools.ant.taskdefs.optional.junit.Xalan2Executor,12,14,132,10.60606098,1,8.333333015,30.83548737,83.35273743,59,0.893939376,0,0,0.251237624,0,0,12,12,0
org.apache.tools.ant.taskdefs.optional.junit.XalanExecutor,4,5,12,41.66666794,1,25,24.76313591,75.75757599,3.5,0.583333313,0.5,4.166666508,0.243887147,1.51E-06,1,3,4,0
org.apache.tools.ant.taskdefs.optional.native2ascii.DefaultNative2Ascii,8,18,56,32.1428566,1,12.5,24.5908699,70.23370361,19,0.678571403,1.5,2.678571463,0.203566122,2.71E-07,2,6,8,0
org.apache.tools.ant.taskdefs.optional.native2ascii.KaffeNative2Ascii,8,18,56,32.1428566,1,12.5,27.86391068,57.61353683,19,0.678571403,8.5,15.1785717,0.253390875,8.23E-05,1,7,8,0
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapter,4,5,12,41.66666794,1,25,23.51421165,95.62171936,3.5,0.583333313,1,8.333333015,0.201076321,4.06E-06,3,2,5,0
org.apache.tools.ant.taskdefs.optional.native2ascii.Native2AsciiAdapterFactory,8,13,56,23.2142849,2,25,24.28940582,81.8577652,21.5,0.767857134,14,25,0.210122699,5.75E-05,1,7,8,0
org.apache.tools.ant.taskdefs.optional.native2ascii.SunNative2Ascii,7,14,42,33.33333206,1,14.28571415,24.63393593,70.61728668,14,0.666666687,7,16.66666603,0.203666997,5.20E-06,1,6,7,0
org.apache.tools.ant.taskdefs.optional.net.MimeMail,2,1,2,50,1,50,23.34194565,98.36660767,0.5,0.5,0,0,0.195230172,0,0,2,2,0
org.apache.tools.ant.taskdefs.optional.net.SetProxy,4,2,12,16.66666603,2,50,24.33247185,77.18579102,5,0.833333313,0,0,0.180907173,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.FStatP4OutputHandler,3,2,6,33.33333206,1,33.33333206,23.34194565,97.65766144,2,0.666666687,1,16.66666603,0.195287958,5.57E-07,1,3,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Add,7,11,42,26.19047546,1,14.28571415,27.26098251,56.82226181,15.5,0.738095224,0,0,0.240465417,0,0,7,7,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Base,26,68,650,10.46153831,1,3.846153736,28.46683884,43.63036346,291,0.89538461,108.5,16.69230843,0.226219512,0.001016482,17,10,27,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Change,6,8,30,26.66666603,1,16.66666603,26.9164505,64.56611633,11,0.733333349,7,23.33333397,0.222751638,6.63E-05,2,6,8,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Counter,6,10,30,33.33333206,1,16.66666603,26.9164505,63.71049881,10,0.666666687,3,10,0.22242099,4.82E-06,1,6,7,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Delete,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Edit,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Fstat,7,9,42,21.4285717,1,14.28571415,27.26098251,57.49318695,16.5,0.785714269,5,11.90476227,0.240800516,6.35E-05,1,7,8,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Handler,20,34,380,8.947368622,1,5,23.51421165,80.05865479,173,0.910526335,10.5,2.763157845,0.140163934,6.57E-05,18,2,20,0
org.apache.tools.ant.taskdefs.optional.perforce.P4HandlerAdapter,13,7,156,4.487179279,6,46.15384674,23.47114563,89.4909668,74.5,0.955128193,31,19.87179565,0.141455437,2.66E-05,9,4,13,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Have,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Integrate,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Label,8,3,56,5.357142925,6,75,23.6003437,88.24476624,26.5,0.946428597,28,50,0.187250996,0.000260742,4,8,12,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Labelsync,5,7,20,35,1,20,23.42807961,86.48648834,6.5,0.649999976,0,0,0.185721418,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.perforce.P4OutputHandler,1,0,0,0,1,100,23.04048157,100,0,0,0,0,0.139811398,0,0,1,1,0
org.apache.tools.ant.taskdefs.optional.perforce.P4OutputStream,2,1,2,50,1,50,1.291989684,90.90908813,0.5,0.5,0,0,0.123248293,0,1,1,2,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Reopen,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Resolve,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Revert,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Submit,4,5,12,41.66666794,1,25,23.16968155,91.65247345,3.5,0.583333313,0.5,4.166666508,0.18566451,9.28E-08,1,4,5,0
org.apache.tools.ant.taskdefs.optional.perforce.P4Sync,4,6,12,50,1,25,23.21274757,90.28475952,3,0.5,0,0,0.185628743,0,0,4,4,0
org.apache.tools.ant.taskdefs.optional.perforce.SimpleP4OutputHandler,16,27,240,11.25,1,6.25,23.68647766,83.08157349,106.5,0.887499988,25,10.41666698,0.185592796,9.05E-06,13,4,17,0
org.apache.tools.ant.taskdefs.optional.pvcs.Pvcs,12,24,132,18.18181801,2,16.66666603,28.33764076,41.3576355,54,0.818181813,0,0,0.226044226,0,0,12,12,0
org.apache.tools.ant.taskdefs.optional.pvcs.PvcsProject,1,0,0,0,1,100,0.516795874,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.script.ScriptDef,14,34,182,18.68131828,3,21.4285717,28.29457283,50.34482574,74,0.813186824,8.833333015,4.853479862,0.231278993,7.81E-06,1,14,15,0
org.apache.tools.ant.taskdefs.optional.script.ScriptDefBase,5,7,20,35,2,40,27.82084465,57.37122726,6.5,0.649999976,1,5,0.220886076,3.09E-07,1,5,6,0
org.apache.tools.ant.taskdefs.optional.sos.SOS,16,39,240,16.25,2,12.5,29.02670097,36.75027084,100.5,0.837499976,32,13.33333302,0.24648359,0.000166148,4,12,16,0
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckin,3,4,6,66.66666412,1,33.33333206,5.124892235,63.29787064,1,0.333333343,0,0,0.199029126,0,0,3,3,0
org.apache.tools.ant.taskdefs.optional.sos.SOSCheckout,3,4,6,66.66666412,1,33.33333206,5.124892235,63.29787064,1,0.333333343,0,0,0.199029126,0,0,3,3,0
org.apache.tools.ant.taskdefs.optional.sos.SOSCmd,1,0,0,0,1,100,0.689061165,100,0,0,0,0,0,0,1,0,1,0
org.apache.tools.ant.taskdefs.optional.sos.SOSGet,3,4,6,66.66666412,1,33.33333206,5.124892235,63.29787064,1,0.333333343,0,0,0.199029126,0,0,3,3,0
org.apache.tools.ant.taskdefs.optional.sos.SOSLabel,5,8,20,40,1,20,23.77260971,62.79863358,6,0.600000024,0,0,0.199351702,0,0,5,5,0
org.apache.tools.ant.taskdefs.optional.sound.AntSoundPlayer,4,6,12,50,1,25,16.62360001,91.6864624,3,0.5,0.333333343,2.777777672,0.214600378,1.24E-07,1,3,4,0
org.apache.tools.ant.taskdefs.optional.sound.SoundTask,5,5,20,25,2,40,19.16451263,74.53936005,7.5,0.75,4,20,0.216540404,5.64E-05,1,5,6,0
org.apache.tools.ant.taskdefs.optional.splash.SplashScreen,3,2,6,33.33333206,1,33.33333206,1.119724393,61.90476227,2,0.666666687,0.5,8.333333015,0.177882107,6.19E-08,1,2,3,1
org.apache.tools.ant.taskdefs.optional.splash.SplashTask,6,6,30,20,2,33.33333206,27.9069767,57.29442978,12,0.800000012,0,0,0.216677195,0,0,6,6,1
org.apache.tools.ant.taskdefs.optional.ssh.AbstractSshMessage,6,2,30,6.666666508,4,66.66666412,23.38501358,98.5480957,14,0.933333337,11.5,38.33333206,0.140868141,0.000382513,4,4,8,0
org.apache.tools.ant.taskdefs.optional.ssh.Directory,3,3,6,50,1,33.33333206,0.559862196,68.42105103,1.5,0.5,0,0,0,0,3,0,3,0
org.apache.tools.ant.taskdefs.optional.ssh.LogListener,4,3,12,25,2,50,0.732127488,62.9629631,4.5,0.75,0,0,0,0,4,0,4,0
org.apache.tools.ant.taskdefs.optional.ssh.SSHBase,6,6,30,20,1,16.66666603,24.76313591,76.25994873,12,0.800000012,3,10,0.180907173,1.29E-06,2,4,6,0
